date,store,sales,dow,week,month,day,quarter,is_weekend,year
2013-01-26,5,1291,5,4,1,26,1,1,2013
2013-01-26,6,1262,5,4,1,26,1,1,2013
2013-01-26,7,1185,5,4,1,26,1,1,2013
2013-01-26,8,2049,5,4,1,26,1,1,2013
2013-01-26,9,1744,5,4,1,26,1,1,2013
2013-01-26,10,1806,5,4,1,26,1,1,2013
2013-01-27,1,1565,6,4,1,27,1,1,2013
2013-01-27,2,2289,6,4,1,27,1,1,2013
2013-01-27,3,2063,6,4,1,27,1,1,2013
2013-01-27,4,1806,6,4,1,27,1,1,2013
2013-01-27,5,1229,6,4,1,27,1,1,2013
2013-01-27,6,1331,6,4,1,27,1,1,2013
2013-01-27,7,1250,6,4,1,27,1,1,2013
2013-01-27,8,2143,6,4,1,27,1,1,2013
2013-01-27,9,1933,6,4,1,27,1,1,2013
2013-01-27,10,1970,6,4,1,27,1,1,2013
2013-01-28,1,1045,0,5,1,28,1,0,2013
2013-01-28,2,1503,0,5,1,28,1,0,2013
2013-01-28,3,1359,0,5,1,28,1,0,2013
2013-01-28,4,1241,0,5,1,28,1,0,2013
2013-01-28,5,856,0,5,1,28,1,0,2013
2013-01-28,6,863,0,5,1,28,1,0,2013
2013-01-28,7,811,0,5,1,28,1,0,2013
2013-01-28,8,1536,0,5,1,28,1,0,2013
2013-01-28,9,1274,0,5,1,28,1,0,2013
2013-01-28,10,1360,0,5,1,28,1,0,2013
2013-01-29,1,1238,1,5,1,29,1,0,2013
2013-01-29,2,1748,1,5,1,29,1,0,2013
2013-01-29,3,1569,1,5,1,29,1,0,2013
2013-01-29,4,1446,1,5,1,29,1,0,2013
2013-01-29,5,1003,1,5,1,29,1,0,2013
2013-01-29,6,1079,1,5,1,29,1,0,2013
2013-01-29,7,924,1,5,1,29,1,0,2013
2013-01-29,8,1689,1,5,1,29,1,0,2013
2013-01-29,9,1443,1,5,1,29,1,0,2013
2013-01-29,10,1585,1,5,1,29,1,0,2013
2013-01-30,1,1152,2,5,1,30,1,0,2013
2013-01-30,2,1722,2,5,1,30,1,0,2013
2013-01-30,3,1527,2,5,1,30,1,0,2013
2013-01-30,4,1459,2,5,1,30,1,0,2013
2013-01-30,5,1029,2,5,1,30,1,0,2013
2013-01-30,6,1022,2,5,1,30,1,0,2013
2013-01-30,7,895,2,5,1,30,1,0,2013
2013-01-30,8,1669,2,5,1,30,1,0,2013
2013-01-30,9,1385,2,5,1,30,1,0,2013
2013-01-30,10,1531,2,5,1,30,1,0,2013
2013-01-31,1,1388,3,5,1,31,1,0,2013
2013-01-31,2,1790,3,5,1,31,1,0,2013
2013-01-31,3,1755,3,5,1,31,1,0,2013
2013-01-31,4,1531,3,5,1,31,1,0,2013
2013-01-31,5,1124,3,5,1,31,1,0,2013
2013-01-31,6,1120,3,5,1,31,1,0,2013
2013-01-31,7,970,3,5,1,31,1,0,2013
2013-01-31,8,1858,3,5,1,31,1,0,2013
2013-01-31,9,1535,3,5,1,31,1,0,2013
2013-01-31,10,1653,3,5,1,31,1,0,2013
2013-02-01,1,1643,4,5,2,1,1,0,2013
2013-02-01,2,2241,4,5,2,1,1,0,2013
2013-02-01,3,1995,4,5,2,1,1,0,2013
2013-02-01,4,1838,4,5,2,1,1,0,2013
2013-02-01,5,1361,4,5,2,1,1,0,2013
2013-02-01,6,1338,4,5,2,1,1,0,2013
2013-02-01,7,1185,4,5,2,1,1,0,2013
2013-02-01,8,2104,4,5,2,1,1,0,2013
2013-02-01,9,1810,4,5,2,1,1,0,2013
2013-02-01,10,1958,4,5,2,1,1,0,2013
2013-02-02,1,1656,5,5,2,2,1,1,2013
2013-02-02,2,2488,5,5,2,2,1,1,2013
2013-02-02,3,2018,5,5,2,2,1,1,2013
2013-02-02,4,1972,5,5,2,2,1,1,2013
2013-02-02,5,1399,5,5,2,2,1,1,2013
2013-02-02,6,1359,5,5,2,2,1,1,2013
2013-02-02,7,1343,5,5,2,2,1,1,2013
2013-02-02,8,2203,5,5,2,2,1,1,2013
2013-02-02,9,1806,5,5,2,2,1,1,2013
2013-02-02,10,2079,5,5,2,2,1,1,2013
2013-02-03,1,1704,6,5,2,3,1,1,2013
2013-02-03,2,2566,6,5,2,3,1,1,2013
2013-02-03,3,2206,6,5,2,3,1,1,2013
2013-02-03,4,2098,6,5,2,3,1,1,2013
2013-02-03,5,1495,6,5,2,3,1,1,2013
2013-02-03,6,1524,6,5,2,3,1,1,2013
2013-02-03,7,1343,6,5,2,3,1,1,2013
2013-02-03,8,2287,6,5,2,3,1,1,2013
2013-02-03,9,2169,6,5,2,3,1,1,2013
2013-02-03,10,2152,6,5,2,3,1,1,2013
2013-02-04,1,1186,0,6,2,4,1,0,2013
2013-02-04,2,1655,0,6,2,4,1,0,2013
2013-02-04,3,1497,0,6,2,4,1,0,2013
2013-02-04,4,1399,0,6,2,4,1,0,2013
2013-02-04,5,922,0,6,2,4,1,0,2013
2013-02-04,6,1011,0,6,2,4,1,0,2013
2013-02-04,7,876,0,6,2,4,1,0,2013
2013-02-04,8,1592,0,6,2,4,1,0,2013
2013-02-04,9,1370,0,6,2,4,1,0,2013
2013-02-04,10,1490,0,6,2,4,1,0,2013
2013-02-05,1,1319,1,6,2,5,1,0,2013
2013-02-05,2,1929,1,6,2,5,1,0,2013
2013-02-05,3,1714,1,6,2,5,1,0,2013
2013-02-05,4,1542,1,6,2,5,1,0,2013
2013-02-05,5,1145,1,6,2,5,1,0,2013
2013-02-05,6,1172,1,6,2,5,1,0,2013
2013-02-05,7,1085,1,6,2,5,1,0,2013
2013-02-05,8,1809,1,6,2,5,1,0,2013
2013-02-05,9,1621,1,6,2,5,1,0,2013
2013-02-05,10,1620,1,6,2,5,1,0,2013
2013-02-06,1,1332,2,6,2,6,1,0,2013
2013-02-06,2,2004,2,6,2,6,1,0,2013
2013-02-06,3,1767,2,6,2,6,1,0,2013
2013-02-06,4,1619,2,6,2,6,1,0,2013
2013-02-06,5,1078,2,6,2,6,1,0,2013
2013-02-06,6,1135,2,6,2,6,1,0,2013
2013-02-06,7,1037,2,6,2,6,1,0,2013
2013-02-06,8,1929,2,6,2,6,1,0,2013
2013-02-06,9,1555,2,6,2,6,1,0,2013
2013-02-06,10,1668,2,6,2,6,1,0,2013
2013-02-07,1,1474,3,6,2,7,1,0,2013
2013-02-07,2,2127,3,6,2,7,1,0,2013
2013-02-07,3,1851,3,6,2,7,1,0,2013
2013-02-07,4,1733,3,6,2,7,1,0,2013
2013-02-07,5,1204,3,6,2,7,1,0,2013
2013-02-07,6,1189,3,6,2,7,1,0,2013
2013-02-07,7,1098,3,6,2,7,1,0,2013
2013-02-07,8,1990,3,6,2,7,1,0,2013
2013-02-07,9,1717,3,6,2,7,1,0,2013
2013-02-07,10,1729,3,6,2,7,1,0,2013
2013-02-08,1,1606,4,6,2,8,1,0,2013
2013-02-08,2,2172,4,6,2,8,1,0,2013
2013-02-08,3,1963,4,6,2,8,1,0,2013
2013-02-08,4,1911,4,6,2,8,1,0,2013
2013-02-08,5,1359,4,6,2,8,1,0,2013
2013-02-08,6,1330,4,6,2,8,1,0,2013
2013-02-08,7,1171,4,6,2,8,1,0,2013
2013-02-08,8,2147,4,6,2,8,1,0,2013
2013-02-08,9,1780,4,6,2,8,1,0,2013
2013-02-08,10,2011,4,6,2,8,1,0,2013
2013-02-09,1,1617,5,6,2,9,1,1,2013
2013-02-09,2,2306,5,6,2,9,1,1,2013
2013-02-09,3,2073,5,6,2,9,1,1,2013
2013-02-09,4,1958,5,6,2,9,1,1,2013
2013-02-09,5,1338,5,6,2,9,1,1,2013
2013-02-09,6,1426,5,6,2,9,1,1,2013
2013-02-09,7,1289,5,6,2,9,1,1,2013
2013-02-09,8,2414,5,6,2,9,1,1,2013
2013-02-09,9,1981,5,6,2,9,1,1,2013
2013-02-09,10,2023,5,6,2,9,1,1,2013
2013-02-10,1,1747,6,6,2,10,1,1,2013
2013-02-10,2,2578,6,6,2,10,1,1,2013
2013-02-10,3,2140,6,6,2,10,1,1,2013
2013-02-10,4,2043,6,6,2,10,1,1,2013
2013-02-10,5,1528,6,6,2,10,1,1,2013
2013-02-10,6,1442,6,6,2,10,1,1,2013
2013-02-10,7,1376,6,6,2,10,1,1,2013
2013-02-10,8,2403,6,6,2,10,1,1,2013
2013-02-10,9,1981,6,6,2,10,1,1,2013
2013-02-10,10,2263,6,6,2,10,1,1,2013
2013-02-11,1,1141,0,7,2,11,1,0,2013
2013-02-11,2,1728,0,7,2,11,1,0,2013
2013-02-11,3,1465,0,7,2,11,1,0,2013
2013-02-11,4,1262,0,7,2,11,1,0,2013
2013-02-11,5,1026,0,7,2,11,1,0,2013
2013-02-11,6,1011,0,7,2,11,1,0,2013
2013-02-11,7,916,0,7,2,11,1,0,2013
2013-02-11,8,1583,0,7,2,11,1,0,2013
2013-02-11,9,1352,0,7,2,11,1,0,2013
2013-02-11,10,1477,0,7,2,11,1,0,2013
2013-02-12,1,1406,1,7,2,12,1,0,2013
2013-02-12,2,1940,1,7,2,12,1,0,2013
2013-02-12,3,1735,1,7,2,12,1,0,2013
2013-02-12,4,1542,1,7,2,12,1,0,2013
2013-02-12,5,1165,1,7,2,12,1,0,2013
2013-02-12,6,1114,1,7,2,12,1,0,2013
2013-02-12,7,1079,1,7,2,12,1,0,2013
2013-02-12,8,1869,1,7,2,12,1,0,2013
2013-02-12,9,1621,1,7,2,12,1,0,2013
2013-02-12,10,1683,1,7,2,12,1,0,2013
2013-02-13,1,1376,2,7,2,13,1,0,2013
2013-02-13,2,1971,2,7,2,13,1,0,2013
2013-02-13,3,1733,2,7,2,13,1,0,2013
2013-02-13,4,1718,2,7,2,13,1,0,2013
2013-02-13,5,1156,2,7,2,13,1,0,2013
2013-02-13,6,1118,2,7,2,13,1,0,2013
2013-02-13,7,1028,2,7,2,13,1,0,2013
2013-02-13,8,1817,2,7,2,13,1,0,2013
2013-02-13,9,1606,2,7,2,13,1,0,2013
2013-02-13,10,1751,2,7,2,13,1,0,2013
2013-02-14,1,1418,3,7,2,14,1,0,2013
2013-02-14,2,2055,3,7,2,14,1,0,2013
2013-02-14,3,1980,3,7,2,14,1,0,2013
2013-02-14,4,1774,3,7,2,14,1,0,2013
2013-02-14,5,1252,3,7,2,14,1,0,2013
2013-02-14,6,1256,3,7,2,14,1,0,2013
2013-02-14,7,1115,3,7,2,14,1,0,2013
2013-02-14,8,1995,3,7,2,14,1,0,2013
2013-02-14,9,1706,3,7,2,14,1,0,2013
2013-02-14,10,1828,3,7,2,14,1,0,2013
2013-02-15,1,1572,4,7,2,15,1,0,2013
2013-02-15,2,2285,4,7,2,15,1,0,2013
2013-02-15,3,1966,4,7,2,15,1,0,2013
2013-02-15,4,1830,4,7,2,15,1,0,2013
2013-02-15,5,1373,4,7,2,15,1,0,2013
2013-02-15,6,1327,4,7,2,15,1,0,2013
2013-02-15,7,1212,4,7,2,15,1,0,2013
2013-02-15,8,2234,4,7,2,15,1,0,2013
2013-02-15,9,1819,4,7,2,15,1,0,2013
2013-02-15,10,1945,4,7,2,15,1,0,2013
2013-02-16,1,1645,5,7,2,16,1,1,2013
2013-02-16,2,2449,5,7,2,16,1,1,2013
2013-02-16,3,2056,5,7,2,16,1,1,2013
2013-02-16,4,1985,5,7,2,16,1,1,2013
2013-02-16,5,1352,5,7,2,16,1,1,2013
2013-02-16,6,1398,5,7,2,16,1,1,2013
2013-02-16,7,1284,5,7,2,16,1,1,2013
2013-02-16,8,2238,5,7,2,16,1,1,2013
2013-02-16,9,1975,5,7,2,16,1,1,2013
2013-02-16,10,2046,5,7,2,16,1,1,2013
2013-02-17,1,1779,6,7,2,17,1,1,2013
2013-02-17,2,2513,6,7,2,17,1,1,2013
2013-02-17,3,2192,6,7,2,17,1,1,2013
2013-02-17,4,2066,6,7,2,17,1,1,2013
2013-02-17,5,1492,6,7,2,17,1,1,2013
2013-02-17,6,1498,6,7,2,17,1,1,2013
2013-02-17,7,1353,6,7,2,17,1,1,2013
2013-02-17,8,2349,6,7,2,17,1,1,2013
2013-02-17,9,2093,6,7,2,17,1,1,2013
2013-02-17,10,2167,6,7,2,17,1,1,2013
2013-02-18,1,1225,0,8,2,18,1,0,2013
2013-02-18,2,1648,0,8,2,18,1,0,2013
2013-02-18,3,1406,0,8,2,18,1,0,2013
2013-02-18,4,1324,0,8,2,18,1,0,2013
2013-02-18,5,1045,0,8,2,18,1,0,2013
2013-02-18,6,965,0,8,2,18,1,0,2013
2013-02-18,7,949,0,8,2,18,1,0,2013
2013-02-18,8,1553,0,8,2,18,1,0,2013
2013-02-18,9,1284,0,8,2,18,1,0,2013
2013-02-18,10,1459,0,8,2,18,1,0,2013
2013-02-19,1,1370,1,8,2,19,1,0,2013
2013-02-19,2,1966,1,8,2,19,1,0,2013
2013-02-19,3,1685,1,8,2,19,1,0,2013
2013-02-19,4,1665,1,8,2,19,1,0,2013
2013-02-19,5,1189,1,8,2,19,1,0,2013
2013-02-19,6,1162,1,8,2,19,1,0,2013
2013-02-19,7,1040,1,8,2,19,1,0,2013
2013-02-19,8,1911,1,8,2,19,1,0,2013
2013-02-19,9,1636,1,8,2,19,1,0,2013
2013-02-19,10,1735,1,8,2,19,1,0,2013
2013-02-20,1,1350,2,8,2,20,1,0,2013
2013-02-20,2,1917,2,8,2,20,1,0,2013
2013-02-20,3,1752,2,8,2,20,1,0,2013
2013-02-20,4,1571,2,8,2,20,1,0,2013
2013-02-20,5,1195,2,8,2,20,1,0,2013
2013-02-20,6,1163,2,8,2,20,1,0,2013
2013-02-20,7,1061,2,8,2,20,1,0,2013
2013-02-20,8,1763,2,8,2,20,1,0,2013
2013-02-20,9,1504,2,8,2,20,1,0,2013
2013-02-20,10,1633,2,8,2,20,1,0,2013
2013-02-21,1,1476,3,8,2,21,1,0,2013
2013-02-21,2,2094,3,8,2,21,1,0,2013
2013-02-21,3,1912,3,8,2,21,1,0,2013
2013-02-21,4,1725,3,8,2,21,1,0,2013
2013-02-21,5,1216,3,8,2,21,1,0,2013
2013-02-21,6,1160,3,8,2,21,1,0,2013
2013-02-21,7,1112,3,8,2,21,1,0,2013
